"title","location","last_modified","price","seller_info","details","description","item_url","obs_id","price_parsed","zip_code","city_name","WoomCategory_i","Color_i","last_modified_dt","last_modified_unix","Last_48_hours_i","Cond_i","Uebergabeart_i","Dealer_i","zip_code_result","latitude","longitude","AnzahlSameSizeRadius0To10_i","AnzahlSameSizeRadius10To30_i","AnzahlSameSizeRadius30To60_i","hasPsychologicalPricing_i","log_price","logistic_costs","color","condition"
"Kinderfahrrad woom 3","3252 Dürnbach","Zuletzt geändert:,25.06.2024, 08:08 Uhr","€ 330","","Kettenschaltung,Trommelbremse,bis 35 cm,bis 16 Zoll,Rot,Gebraucht,Selbstabholung","Woom Bike gekauft Sommer 2022, wenig gefahren, Gebrauchsspuren am hinteren Sattel, siehe Foto","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-woom-3-1725583375/",644,330,3252,"3252 Dürnbach",3,"Rot","2024-06-25 08:08:00",1719302880,0,"used",0,1,3252,48.1405282450872,15.1634463059032,1,27,51,0,5.79909265446053,0.54054054054054,"Rot","used"
"Woom 3, grün","3400 Kierling","Zuletzt geändert:,23.06.2024, 17:54 Uhr","€ 290","","Felgenbremse,bis 16 Zoll,Grün,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-gruen-2145075288/",652,290,3400,"3400 Kierling",3,"Grün","2024-06-23 17:54:00",1719165240,0,"used",0,1,3400,48.295823802606,16.3254259436581,84,162,186,1,5.66988092298052,0.0591715976331361,"Grün","used"
"Woom 4","Horn, Niederösterreich","Zuletzt geändert:,28.06.2024, 04:23 Uhr","€ 400","","Violett,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1379483523/",653,400,NA,"Horn",4,"Violett","2024-06-28 04:23:00",1719548580,0,"used",0,1,3580,48.64350455,15.6504490859612,1,7,63,0,5.99146454710798,0.72289156626506,"Violett","used"
"Woom 2","8842 Althofen","Zuletzt geändert:,25.06.2024, 06:30 Uhr","€ 300","Privatperson","Violett,Gebraucht,Selbstabholung","Gebrauchtes Woom2 mit minimalen gebrauchsspuren","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-1317046071/",655,300,8842,"8842 Althofen",2,"Violett","2024-06-25 06:30:00",1719297000,0,"used",0,0,8842,47.1419343678578,14.2800245420861,2,0,28,0,5.7037824746562,1.5,"Violett","used"
"Woom 4","Gänserndorf, Niederösterreich","Zuletzt geändert:,25.06.2024, 07:05 Uhr","€ 390","","Violett,Gebraucht,Selbstabholung","Zum verkaufen ist dieses gebrauchte und gut erhaltene Woom 4 Fahrrad meiner Tochter bei Interesse einfach schreiben","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1308174311/",665,390,NA,"Gänserndorf",4,"Violett","2024-06-25 07:05:00",1719299100,0,"used",0,1,2230,48.33924225064,16.7257945408338,0,148,220,1,5.96614673912369,0.116279069767442,"Violett","used"
"(reserviert) Woom 2 Kinderfahrrad grün","Kufstein, Tirol","Zuletzt geändert:,25.06.2024, 13:12 Uhr","€ 320","","Felgenbremse,Grün,Gebraucht,Selbstabholung","Verkaufe ein super erhaltenes Kinderfahrrad.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-kinderfahrrad-gruen-2026572319/",666,320,NA,"Kufstein",2,"Grün","2024-06-25 13:12:00",1719321120,0,"used",0,1,6330,47.5848037601801,12.1711387515082,2,12,33,0,5.76832099579377,0.869565217391304,"Grün","used"
"Woom 3 Kinderfahrrad Blau Neuwertig!","6444 Huben","Zuletzt geändert:,06.07.2024, 09:27 Uhr","€ 280","Privatperson","Felgenbremse,bis 16 Zoll,Blau,Gebraucht,Selbstabholung","Verkaufe","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-blau-neuwertig-1670758549/",668,280,6444,"6444 Huben",3,"Blau","2024-07-06 09:27:00",1720258020,0,"used",0,0,6444,47.0404637,10.9740354,0,9,16,0,5.63478960316925,1.76470588235294,"Blau","used"
"WOOM Laufrad 1+","1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus","Zuletzt geändert:,23.06.2024, 13:56 Uhr","€ 220","Privatperson","Rot,Neuwertig,Selbstabholung","Beschreibung bei Fotos.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-laufrad-1-1332784844/",669,220,1150,"1150 Wien",1,"Rot","2024-06-23 13:56:00",1719150960,0,"as good as new",0,0,1150,48.1947304374963,16.3272146894668,144,134,181,0,5.39362754635236,0.0456968773800457,"Rot","as good as new"
"Woom 3","1230 Wien, 23. Bezirk, Liesing","Zuletzt geändert:,23.06.2024, 14:30 Uhr","€ 330","Privatperson","Blau,Gebraucht,Selbstabholung","Verkaufe Woom 3 in blau. Sehr guter Zustand.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1789362199/",671,330,1230,"1230 Wien",3,"Blau","2024-06-23 14:30:00",1719153000,0,"used",0,0,1230,48.1393523,16.3048854,87,173,182,0,5.79909265446053,0.0571428571428571,"Blau","used"
"Woom 4","Leibnitz, Steiermark","Zuletzt geändert:,23.06.2024, 12:20 Uhr","€ 400","","Grün,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1883883700/",674,400,NA,"Leibnitz",4,"Grün","2024-06-23 12:20:00",1719145200,0,"used",0,1,8430,46.76385315,15.5774974462665,1,5,62,0,5.99146454710798,0.769230769230769,"Grün","used"
"Woom 2 blau","Gänserndorf, Niederösterreich","Zuletzt geändert:,23.06.2024, 11:29 Uhr","€ 320","","Blau,Gebraucht,Selbstabholung","Woom 2 Kinderfahrrad blau, wenig benützt.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-blau-1086493760/",677,320,NA,"Gänserndorf",2,"Blau","2024-06-23 11:29:00",1719142140,0,"used",0,1,2230,48.33924225064,16.7257945408338,0,148,220,0,5.76832099579377,0.116279069767442,"Blau","used"
"Woom 3","Wolfsberg, Kärnten","Zuletzt geändert:,23.06.2024, 10:28 Uhr","€ 300","","Felgenbremse,bis 35 cm,bis 16 Zoll,Violett,Gebraucht,Selbstabholung","Zum Verkauf steht ein Woom 3 inklusive Kettenschutz und Fahrradständer im guten Zustand, nur leichte Gebrauchsspuren.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-2081417657/",683,300,NA,"Wolfsberg",3,"Violett","2024-06-23 10:28:00",1719138480,0,"used",0,1,9400,46.8259481083877,14.843014269165,0,7,57,0,5.7037824746562,0.845070422535211,"Violett","used"
"WOOM 4 ROT Fahrrad","1100 Wien, 10. Bezirk, Favoriten","Zuletzt geändert:,23.06.2024, 08:52 Uhr","€ 469","Privatperson","Rot,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-rot-fahrrad-870912945/",685,469,1100,"1100 Wien",4,"Rot","2024-06-23 08:52:00",1719132720,0,"used",0,0,1100,48.1760137,16.3687822,126,143,175,1,6.15060276844628,0.0493015612161052,"Rot","used"
"Woom 3","Neusiedl am See, Burgenland","Zuletzt geändert:,05.07.2024, 08:21 Uhr","€ 300","","bis 16 Zoll,Grün,Gebraucht,Selbstabholung","Gepflegtes Kinderfahrrad.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1973726794/",692,300,NA,"Neusiedl am See",3,"Grün","2024-07-05 08:21:00",1720167660,0,"used",0,1,7100,47.9553875,16.8736715,40,1,317,0,5.7037824746562,0.107334525939177,"Grün","used"
"Woom 3 grün inkl. Klingel Ständer und Fahrradschloss","1230 Wien, 23. Bezirk, Liesing","Zuletzt geändert:,23.06.2024, 09:13 Uhr","€ 370","Privatperson","Grün,Gebraucht,Selbstabholung","Zum Verkauf steht ein Woom 3 in grün ohne Schaltung. Es weist übliche Gebrauchsspuren auf.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-gruen-inkl-klingel-staender-und-fahrradschloss-1993552100/",695,370,1230,"1230 Wien",3,"Grün","2024-06-23 09:13:00",1719133980,0,"used",0,0,1230,48.1393523,16.3048854,87,173,182,0,5.91350300563827,0.0571428571428571,"Grün","used"
"Woom Fahrrad Größe 4","8075 Hart bei Graz","Zuletzt geändert:,22.06.2024, 20:10 Uhr","€ 410","Privatperson","20 Zoll,Grün,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-fahrrad-groesse-4-2024767724/",698,410,8075,"8075 Hart bei Graz",4,"Grün","2024-06-22 20:10:00",1719087000,0,"used",0,0,8075,47.0471643701639,15.5235483315333,18,30,38,0,6.01615715969835,0.29126213592233,"Grün","used"
"Woom Laufrad +1 14 Inch","Liezen, Steiermark","Zuletzt geändert:,29.06.2024, 14:45 Uhr","€ 210","","Scheibenbremse,bis 16 Zoll,Gelb,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-laufrad-1-14-inch-974086584/",699,210,NA,"Liezen",1,"Gelb","2024-06-29 14:45:00",1719672300,0,"used",0,1,8940,47.5640945,14.2380409625563,0,2,36,0,5.34710753071747,1.5,"Gelb","used"
"Woom 4 - violett","Kitzbühel, Tirol","Zuletzt geändert:,22.06.2024, 20:12 Uhr","€ 449","","Kettenschaltung,Felgenbremse,20 Zoll,Violett,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-violett-1824279524/",701,449,NA,"Kitzbühel",4,"Violett","2024-06-22 20:12:00",1719087120,0,"as good as new",0,1,6370,47.447367,12.3928487,0,20,40,1,6.10702288774225,0.75,"Violett","as good as new"
"Kinder Fahrrad woom 5 24 Zoll black top Kinder Fahrrad","1210 Wien, 21. Bezirk, Floridsdorf","Zuletzt geändert:,22.06.2024, 16:50 Uhr","€ 500","Privatperson","Kettenschaltung,Trommelbremse,37 cm,26 Zoll,Mehrfarbig,Neuwertig,Selbstabholung, Versand","Top Kinder Fahrrad woom 5 24 black","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinder-fahrrad-woom-5-24-zoll-black-top-kinder-fahrrad-1444507472/",703,500,1210,"1210 Wien",5,"Andere","2024-06-22 16:50:00",1719075000,0,"as good as new",1,0,1210,48.2678639,16.3845716,86,163,156,0,6.21460809842219,0.0601202404809619,"Andere","as good as new"
"Top Kinder Fahrrad woom 3 16 zoll blau blau","1210 Wien, 21. Bezirk, Floridsdorf","Zuletzt geändert:,22.06.2024, 16:55 Uhr","€ 339","Privatperson","Kettenschaltung,bis 35 cm,26 Zoll,Blau,Neuwertig,Selbstabholung, Versand","Top Kinder Fahrrad woom 3 16 zoll blau","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/top-kinder-fahrrad-woom-3-16-zoll-blau-blau-1236917830/",704,339,1210,"1210 Wien",3,"Blau","2024-06-22 16:55:00",1719075300,0,"as good as new",1,0,1210,48.2678639,16.3845716,86,163,156,1,5.82600010738045,0.0601202404809619,"Blau","as good as new"
"Woom 3 neuwertig","1220 Wien, 22. Bezirk, Donaustadt","Zuletzt geändert:,22.06.2024, 16:16 Uhr","€ 330","Privatperson","Felgenbremse,bis 16 Zoll,Rot,Neuwertig,Selbstabholung, Versand","Verkaufe hier eine Woom 3.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-neuwertig-782314265/",705,330,1220,"1220 Wien",3,"Rot","2024-06-22 16:16:00",1719072960,0,"as good as new",1,0,1220,48.2152329,16.4840611,97,164,158,0,5.79909265446053,0.0561797752808989,"Rot","as good as new"
"Woom Fahrrad 5","Vöcklabruck, Oberösterreich","Zuletzt geändert:,28.06.2024, 21:58 Uhr","€ 500","","Kettenschaltung,Felgenbremse,bis 35 cm,24 Zoll,Grau,Neuwertig,Selbstabholung, Versand","Verkaufe unser Woom Rad 5 in Grau","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-fahrrad-5-1748214182/",707,500,NA,"Vöcklabruck",5,"Andere","2024-06-28 21:58:00",1719611880,0,"as good as new",1,1,4840,48.0198599,13.649025,5,23,69,0,6.21460809842219,0.413793103448276,"Andere","as good as new"
"Woom 3 inkl. Klingel und Ständer","Mödling, Niederösterreich","Zuletzt geändert:,03.07.2024, 16:44 Uhr","€ 340","","Rot,Gebraucht,Selbstabholung","Wir verkaufen unser Woom 3 in rot inkl. Original-Klingel und Original-Ständer!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-inkl-klingel-und-staender-1755870230/",709,340,NA,"Mödling",3,"Rot","2024-07-03 16:44:00",1720025040,0,"used",0,1,2340,48.0830407148611,16.2908222993186,57,178,202,0,5.82894561761021,0.0666666666666667,"Rot","used"
"Woom Fahrrad Gr. 3","3300 Amstetten","Zuletzt geändert:,26.06.2024, 21:23 Uhr","€ 370","Privatperson","bis 16 Zoll,Violett,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-fahrrad-gr-3-1583446233/",711,370,3300,"3300 Amstetten",3,"Violett","2024-06-26 21:23:00",1719436980,0,"used",0,0,3300,48.1097856292343,14.8603687728276,1,16,54,0,5.91350300563827,0.652173913043478,"Violett","used"
"Woom 2","8451 Heimschuh","Zuletzt geändert:,22.06.2024, 14:23 Uhr","€ 290","Privatperson","bis 16 Zoll,Blau,Gebraucht,Selbstabholung","Woom 2 normale Gebrauchsspuren","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-1774973996/",713,290,8451,"8451 Heimschuh",2,"Blau","2024-06-22 14:23:00",1719066180,0,"used",0,0,8451,46.7576463053785,15.5042856840099,8,8,59,1,5.66988092298052,0.487804878048781,"Blau","used"
"Woom 3","Vöcklabruck, Oberösterreich","Zuletzt geändert:,22.06.2024, 09:55 Uhr","€ 350","","Grün,Gebraucht,Selbstabholung","Guter gebrauchter Zustand","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-2081862926/",718,350,NA,"Vöcklabruck",3,"Grün","2024-06-22 09:55:00",1719050100,0,"used",0,1,4840,48.0198599,13.649025,5,23,69,0,5.85793315448346,0.413793103448276,"Grün","used"
"Woom 3 Fahrrad","Perg, Oberösterreich","Zuletzt geändert:,22.06.2024, 06:24 Uhr","€ 330","","bis 16 Zoll,Rot,Gebraucht,Selbstabholung","Voll funktionsfähiges Woom 3 mit Seitenständer. Gebrauchsspuren, Original Seitenständer","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-fahrrad-1386943054/",721,330,NA,"Perg",3,"Rot","2024-06-22 06:24:00",1719037440,0,"used",0,1,4320,48.2743112728554,14.6409466797074,0,34,39,0,5.79909265446053,0.560747663551402,"Rot","used"
"Woom 3 Kinderfahrrad lila purple haze","6306 Söll","Zuletzt geändert:,22.06.2024, 06:38 Uhr","€ 350","Privatperson","bis 16 Zoll,Violett,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-lila-purple-haze-1237897467/",722,350,6306,"6306 Söll",3,"Violett","2024-06-22 06:38:00",1719038280,0,"used",0,0,6306,47.5045103447933,12.1983551292768,14,15,31,0,5.85793315448346,0.413793103448276,"Violett","used"
"Woom Supra 5","2440 Gramatneusiedl","Zuletzt geändert:,21.06.2024, 21:26 Uhr","€ 500","Privatperson","Schwarz,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-supra-5-1630057027/",724,500,2440,"2440 Gramatneusiedl",5,"Andere","2024-06-21 21:26:00",1719005160,0,"used",0,0,2440,48.0176784303732,16.4677635641509,4,279,166,0,6.21460809842219,0.0802139037433155,"Andere","used"
"woom 3","1030 Wien, 03. Bezirk, Landstraße","Zuletzt geändert:,21.06.2024, 21:03 Uhr","€ 320","Privatperson","bis 16 Zoll,Grün,Neuwertig,Selbstabholung, Versand","ich verkaufe das woom 3 von meinem sohn. er ist eine saison gefahren damit und so stark gewachsen sodass er das woom 4 schon braucht.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-999728995/",726,320,1030,"1030 Wien",3,"Grün","2024-06-21 21:03:00",1719003780,0,"as good as new",1,0,1030,48.1995445102805,16.3922565028478,167,140,139,0,5.76832099579377,0.0422237860661506,"Grün","as good as new"
"Woom 6 Fahrrad","Deutschlandsberg, Steiermark","Zuletzt geändert:,21.06.2024, 20:30 Uhr","€ 450","","Grün,Gebraucht,Selbstabholung, Versand","Top Zustand","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-6-fahrrad-918300892/",728,450,NA,"Deutschlandsberg",6,"Grün","2024-06-21 20:30:00",1719001800,0,"used",1,1,8530,46.85069125,15.1575998789822,1,23,55,0,6.10924758276437,0.560747663551402,"Grün","used"
"Woom 6, neuwertig","Spittal an der Drau, Kärnten","Zuletzt geändert:,21.06.2024, 15:51 Uhr","€ 500","","Kettenschaltung,Felgenbremse,26 Zoll,Türkis,Gebraucht,Selbstabholung","Mit Trinkflasche Halter und Fahrradständer,","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-6-neuwertig-2086419839/",730,500,NA,"Spittal an der Drau",6,"Andere","2024-06-21 15:51:00",1718985060,0,"used",0,1,9800,46.7986780631248,13.5009302417885,1,4,9,0,6.21460809842219,2.60869565217391,"Andere","used"
"Woom 6 in blau (inkl. Lieferung)","1230 Wien, 23. Bezirk, Liesing","Zuletzt geändert:,06.07.2024, 08:44 Uhr","€ 399","Privatperson","Blau,Gebraucht,Selbstabholung","Ich verkaufe unser Woom 6 Rad, welches bei den Großeltern stand und daher auch wenig verwendet wurde.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-6-in-blau-inkl-lieferung-797732087/",732,399,1230,"1230 Wien",6,"Blau","2024-07-06 08:44:00",1720255440,0,"used",0,0,1230,48.1393523,16.3048854,87,173,182,1,5.98896141688986,0.0571428571428571,"Blau","used"
"Woom 3 Kinderfahrrad Grün","Baden, Niederösterreich","Zuletzt geändert:,21.06.2024, 14:20 Uhr","€ 330","","Kettenschaltung,Felgenbremse,bis 35 cm,bis 16 Zoll,Grün,Gebraucht,Selbstabholung, Versand","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-gruen-2107478362/",733,330,NA,"Baden",3,"Grün","2024-06-21 14:20:00",1718979600,0,"used",1,1,2500,48.0034250347127,16.2318055893066,28,134,250,0,5.79909265446053,0.087463556851312,"Grün","used"
"Woom 4","Kirchdorf an der Krems, Oberösterreich","Zuletzt geändert:,21.06.2024, 06:12 Uhr","€ 450","","Kettenschaltung,Felgenbremse,50 cm,20 Zoll,Blau,Gebraucht,Selbstabholung, Versand","Original Zubehör bleibt am Fahrrad","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1162785204/",737,450,NA,"Kirchdorf an der Krems",4,"Blau","2024-06-21 06:12:00",1718950320,0,"used",1,1,4560,47.9074313,14.1254102958433,0,23,85,0,6.10924758276437,0.458015267175572,"Blau","used"
"Woom 4","Kirchdorf an der Krems, Oberösterreich","Zuletzt geändert:,04.07.2024, 16:49 Uhr","€ 450","","Violett,Gebraucht,Selbstabholung","Verkaufe unser woom da wir die nächste Größe brauchen. Np.: liegt derzeit bei €529 ohne Zubehör","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1556846954/",738,450,NA,"Kirchdorf an der Krems",4,"Violett","2024-07-04 16:49:00",1720111740,0,"used",0,1,4560,47.9074313,14.1254102958433,0,23,85,0,6.10924758276437,0.458015267175572,"Violett","used"
"Woom-Bike 3","3970 Weitra","Zuletzt geändert:,20.06.2024, 18:25 Uhr","€ 390","Privatperson","Felgenbremse,39 cm,bis 16 Zoll,Rot,Gebraucht,Selbstabholung","Woom-Bike 3 in guten Zustand!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-bike-3-941443909/",746,390,3970,"3970 Weitra",3,"Rot","2024-06-20 18:25:00",1718907900,0,"used",0,0,3970,48.7000364386173,14.9178797598445,0,8,32,1,5.96614673912369,1.25,"Rot","used"
"Woom 4","Gänserndorf, Niederösterreich","Zuletzt geändert:,01.07.2024, 19:49 Uhr","€ 390","","Grün,Gebraucht,Selbstabholung","Verkaufe zwei Jahre altes Woom 4. Guter Zustand.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1690091750/",747,390,NA,"Gänserndorf",4,"Grün","2024-07-01 19:49:00",1719863340,0,"used",0,1,2230,48.33924225064,16.7257945408338,0,148,220,1,5.96614673912369,0.116279069767442,"Grün","used"
"Woom 3","Scheibbs, Niederösterreich","Zuletzt geändert:,20.06.2024, 16:18 Uhr","€ 320","","bis 16 Zoll,Violett,Gebraucht,Selbstabholung","Verkaufe wegen Umstieg auf größeres Rad dieses geliebte Woom 3 in lila.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1152746457/",748,320,NA,"Scheibbs",3,"Violett","2024-06-20 16:18:00",1718900280,0,"used",0,1,3270,48.0100693415851,15.1689372889686,0,25,43,0,5.76832099579377,0.645161290322581,"Violett","used"
"Woom 3","Zwettl, Niederösterreich","Zuletzt geändert:,20.06.2024, 11:43 Uhr","€ 350","","bis 16 Zoll,Blau,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-820474816/",754,350,NA,"Zwettl",3,"Blau","2024-06-20 11:43:00",1718883780,0,"used",0,1,3910,48.5986814011275,15.1101014332348,0,8,57,0,5.85793315448346,0.821917808219178,"Blau","used"
"Woom 2 neu!","9500 Villach","Zuletzt geändert:,05.07.2024, 14:23 Uhr","€ 380","Privatperson","Gelb,Neu,Selbstabholung, Versand","neu und unbenutzt inkl.. Seitenständer","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-neu-1906224883/",756,380,9500,"9500 Villach",2,"Gelb","2024-07-05 14:23:00",1720189380,0,"good",1,0,9500,46.59543335,13.8360003424072,2,1,34,0,5.94017125272043,1.25,"Gelb","good"
"Woom 4 neuwertig! WOOM Original 4 Kinderbike 6-8 Jahre 115-130 cm KörperGr. woom Green Gr. 20","1100 Wien, 10. Bezirk, Favoriten","Zuletzt geändert:,23.06.2024, 15:43 Uhr","€ 450","Privatperson","Kettenschaltung,Scheibenbremse,Grün,Neuwertig,Selbstabholung, Versand","Wenig benutzt, zu schnell rausgewachsen und leider zu klein, 20 Zoll","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-neuwertig-woom-original-4-kinderbike-6-8-jahre-115-130-cm-koerpergr-woom-green-gr-20-1453128521/",758,450,1100,"1100 Wien",4,"Grün","2024-06-23 15:43:00",1719157380,0,"as good as new",1,0,1100,48.1760137,16.3687822,126,143,175,0,6.10924758276437,0.0493015612161052,"Grün","as good as new"
"Woom 3","Mattersburg, Burgenland","Zuletzt geändert:,20.06.2024, 08:39 Uhr","€ 320","","Blau,Neuwertig,Selbstabholung, Versand","Bis auf die Abnutzungen bei den Griffen in einem sehr guten Zustand.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1038712678/",763,320,NA,"Mattersburg",3,"Blau","2024-06-20 08:39:00",1718872740,0,"as good as new",1,1,7210,47.7343579,16.4111436717399,5,22,306,0,5.76832099579377,0.157894736842105,"Blau","as good as new"
"Woom 4 - blau","Bruck an der Leitha, Niederösterreich","Zuletzt geändert:,04.07.2024, 17:11 Uhr","€ 399","","Kettenschaltung,Felgenbremse,20 Zoll,Blau,Gebraucht,Selbstabholung","Inklusive folgendem Zubehör","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-blau-777157600/",765,399,NA,"Bruck an der Leitha",4,"Blau","2024-07-04 17:11:00",1720113060,0,"used",0,1,2460,48.01475175,16.7755597565265,15,14,321,1,5.98896141688986,0.136674259681093,"Blau","used"
"Woom 1 Plus Laufrad m. Trittbrett","Braunau am Inn, Oberösterreich","Zuletzt geändert:,19.06.2024, 21:36 Uhr","€ 190","","bis 16 Zoll,Blau,Gebraucht,Selbstabholung","Verkaufe Laufrad Woom 1 Plus. Griffe sind etwas abgenützt, daher werden neue Griffe mitgegeben.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-1-plus-laufrad-m-trittbrett-1562072873/",772,190,NA,"Braunau am Inn",1,"Blau","2024-06-19 21:36:00",1718832960,0,"used",0,1,5280,48.256763,13.0384524,2,5,57,1,5.24702407216049,0.759493670886076,"Blau","used"
