"title","location","last_modified","price","seller_info","details","description","item_url","obs_id","price_parsed","zip_code","city_name","WoomCategory_i","Color_i","last_modified_dt","last_modified_unix","Last_48_hours_i","Cond_i","Uebergabeart_i","Dealer_i"
"Woom 4 gelb","Innsbruck-Land, Tirol","Zuletzt geändert:,03.07.2024, 16:15 Uhr","€ 380","","Kettenschaltung,Felgenbremse,20 Zoll,Gelb,Gebraucht,Selbstabholung, Versand","Erstbesitz. Inkl. original Woom Ständer, Glocke und Flaschenhalter, Rückstrahler vorne und hinten. Gut gepflegt, Bremsen kürzlich erneuert, Schaltung funktioniert einwandfrei, die Reifen haben noch gutes Profil","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-gelb-1731414132/",218,380,NA,"Innsbruck-Land","4","Gelb",2024-07-03 16:15:00,1720023300,0,"used",1,1
"Woom 4","Wiener Neustadt Land, Niederösterreich","Zuletzt geändert:,03.07.2024, 16:23 Uhr","€ 540","","Kettenschaltung,Scheibenbremse,Blau,Gebraucht,Selbstabholung","Woom 4 in blau,Erstbesitz","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1652212977/",219,540,NA,"Wiener Neustadt Land","4","Blau",2024-07-03 16:23:00,1720023780,0,"used",0,1
"Early Rider Seeker 20","Bregenz, Vorarlberg","Zuletzt geändert:,03.07.2024, 16:43 Uhr","€ 420","","Kettenschaltung,Scheibenbremse,20 Zoll,Silber,Gebraucht,Selbstabholung","Wir verkaufen ein Early Rider Seeker 20 Zoll.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/early-rider-seeker-20-984230832/",220,420,NA,"Bregenz",NA,"Andere",2024-07-03 16:43:00,1720024980,0,"used",0,1
"Woom 3","Freistadt, Oberösterreich","Zuletzt geändert:,03.07.2024, 16:39 Uhr","€ 420","","Violett,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1352022562/",221,420,NA,"Freistadt","3","Violett",2024-07-03 16:39:00,1720024740,0,"as good as new",0,1
"Woom 4 gelb","Tirol","Zuletzt geändert:,03.07.2024, 16:15 Uhr","€ 380","","Kettenschaltung,Felgenbremse,20 Zoll,Gelb,Gebraucht,Selbstabholung","Erstbesitz. Inkl. original Woom Glocke, Flaschenhalter und Ständer. Rückstrahler. Gut gewartet, Schaltung schnurrt wie ein Kätzchen, Bremsen kürzlich erneuert, Reifenprofil noch einwandfrei. Super leichtes Rad, das einfach Freude macht. Wir haben nun die nächste Größe.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-gelb-1635506270/",222,380,NA,"Tirol","4","Gelb",2024-07-03 16:15:00,1720023300,0,"used",0,1
"Woom 3 inkl original Fahrradständer","","Zuletzt geändert:,03.07.2024, 16:06 Uhr","€ 390","","Felgenbremse,bis 16 Zoll,Grün,Neuwertig,Selbstabholung","Erstbesitz (gekauft März 2023)","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-inkl-original-fahrradstaender-1675385715/",223,390,NA,"","3","Grün",2024-07-03 16:06:00,1720022760,0,"as good as new",0,1
"Woom 2","8160 Affental","Zuletzt geändert:,06.07.2024, 15:46 Uhr","€ 330","Privatperson","Blau,Gebraucht,Selbstabholung, Versand","Guter Zustand","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-1715529027/",224,330,"8160","8160 Affental","2","Blau",2024-07-06 15:46:00,1720280760,1,"used",1,0
"woom ORIGINAL 4 in woom Green - KINDERFAHRRAD DIREKT VOM HERSTELLER","3400 Klosterneuburg","Zuletzt geändert:,03.07.2024, 15:10 Uhr","","","Kettenschaltung,Felgenbremse,20 Zoll,Grün,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-original-4-in-woom-green-kinderfahrrad-direkt-vom-hersteller-1980604522/",225,NA,"3400","3400 Klosterneuburg","4","Grün",2024-07-03 15:10:00,1720019400,0,"used",0,1
"KOKUA Kinderfahrrad","5621 Sankt Veit im Pongau","Zuletzt geändert:,03.07.2024, 21:37 Uhr","€ 150","Privatperson","bis 16 Zoll,Weiß,Gebraucht,Selbstabholung","Die Sticker kann man leicht runterziehen!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kokua-kinderfahrrad-1760337884/",226,150,"5621","5621 Sankt Veit im Pongau",NA,"Andere",2024-07-03 21:37:00,1720042620,0,"used",0,0
"Woom 3 mit Gepäcksträger","Steiermark","Zuletzt geändert:,03.07.2024, 14:07 Uhr","€ 300","","Blau,Gebraucht,Selbstabholung","Gebrauchtes Woom 3 mit Gepäcksträger. Guter Zustand. Wir hatten es neu gekauft, unsere beiden Töchter sind rausgewachsen.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-mit-gepaeckstraeger-1464270574/",227,300,NA,"Steiermark","3","Blau",2024-07-03 14:07:00,1720015620,0,"used",0,1
"Woom now 4 Neu ovp","","Zuletzt geändert:,03.07.2024, 14:11 Uhr","€ 519","","Blau,Neu,Selbstabholung","Die Bike von woom voll ausgestattetes Urban Lifestyle Bike mit Front-Gepäckträger und Rahmengeometrie (16 Zoll vorne, 20 Zoll hinten)  ab 6-8 Jahren.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-now-4-neu-ovp-1217681718/",228,519,NA,"","4","Blau",2024-07-03 14:11:00,1720015860,0,"good",0,1
"Woom 4","6220 Buch","Zuletzt geändert:,03.07.2024, 13:21 Uhr","€ 400","Privatperson","Tretlagerschaltung,20 Zoll,Grün,Neuwertig,Selbstabholung","1. Besitzer! Super Zustand nicht oft gefahren","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1900688161/",229,400,"6220","6220 Buch","4","Grün",2024-07-03 13:21:00,1720012860,0,"as good as new",0,0
"Woom 3 Original lila","","Zuletzt geändert:,03.07.2024, 13:02 Uhr","€ 390","","Violett,Gebraucht,Selbstabholung","neu gekauft im April 2023","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-original-lila-1634725721/",230,390,NA,"","3","Violett",2024-07-03 13:02:00,1720011720,0,"used",0,1
"woom ORIGINAL 2 in woom Green - KINDERFAHRRAD DIREKT VOM HERSTELLER","3400 Klosterneuburg","Zuletzt geändert:,03.07.2024, 13:10 Uhr","","","Felgenbremse,bis 16 Zoll,Grün,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-original-2-in-woom-green-kinderfahrrad-direkt-vom-hersteller-1080767168/",231,NA,"3400","3400 Klosterneuburg","2","Grün",2024-07-03 13:10:00,1720012200,0,"used",0,1
"Woom ORIGINAL 1","","Zuletzt geändert:,03.07.2024, 12:57 Uhr","€ 190","","Violett,Gebraucht,Selbstabholung","Alter:","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-original-1-1910571499/",232,190,NA,"","1","Violett",2024-07-03 12:57:00,1720011420,0,"used",0,1
"Woom 3 lila","Niederösterreich","Zuletzt geändert:,03.07.2024, 12:15 Uhr","€ 300","","Violett,Gebraucht,Selbstabholung","Ich biete hier das Woom 3 in der Farbe lila an.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-lila-2061217175/",233,300,NA,"Niederösterreich","3","Violett",2024-07-03 12:15:00,1720008900,0,"used",0,1
"Woom 3 Kinderfahrrad","","Zuletzt geändert:,03.07.2024, 12:42 Uhr","€ 350","","Felgenbremse,bis 16 Zoll,Rot,Gebraucht,Selbstabholung","Verkaufe unser geliebtes Woom 3 Kinderfahrrad in rot.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinderfahrrad-2030144332/",234,350,NA,"","3","Rot",2024-07-03 12:42:00,1720010520,0,"used",0,1
"Woom 3 Lila","","Zuletzt geändert:,03.07.2024, 12:08 Uhr","€ 320","","Violett,Gebraucht,Selbstabholung","Woom 3 guter Zustand mit normalen Gebrauchsspuren am Lack. Es wurde im Herbst 2023 ein umfangreiches Service inkl. Bremsen gemacht und die Griffe wurden dabei auch Original ausgetauscht.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-lila-850506343/",235,320,NA,"","3","Violett",2024-07-03 12:08:00,1720008480,0,"used",0,1
"woom ORIGINAL 1 in woom red - KINDERFAHRRAD DIREKT VOM HERSTELLER","3400 Klosterneuburg","Zuletzt geändert:,03.07.2024, 11:40 Uhr","","","Felgenbremse,bis 16 Zoll,Rot,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-original-1-in-woom-red-kinderfahrrad-direkt-vom-hersteller-891367533/",236,NA,"3400","3400 Klosterneuburg","1","Rot",2024-07-03 11:40:00,1720006800,0,"used",0,1
"Woom 3","Graz, Steiermark","Zuletzt geändert:,03.07.2024, 10:29 Uhr","€ 300","","Violett,Gebraucht,Selbstabholung","Woom 3 zu verkaufen. Da gerne genutzt Gebrauchsspuren vorhanden. Nur Selbstabholung. Übergabe auch in Weiz oder Hartberg möglich.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-2129545334/",238,300,NA,"Graz","3","Violett",2024-07-03 10:29:00,1720002540,0,"used",0,1
"Woom 4","","Zuletzt geändert:,03.07.2024, 10:12 Uhr","€ 420","","Blau,Neuwertig,Selbstabholung","Sehr gut erhaltenes Woom 4 mit Schutzblech","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-906360137/",239,420,NA,"","4","Blau",2024-07-03 10:12:00,1720001520,0,"as good as new",0,1
"GEBRAUCHTRÄDERABVERKAUF - KINDERFAHRRAD DIREKT VOM HERSTELLER - woom ORIGINAL 1,2,3,4,5,6 - OFF/OFF AIR - NOW","3400 Klosterneuburg","Zuletzt geändert:,03.07.2024, 10:14 Uhr","","","Mehrfarbig,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/gebrauchtraederabverkauf-kinderfahrrad-direkt-vom-hersteller-woom-original-1-2-3-4-5-6-off-off-air-now-785966579/",240,NA,"3400","3400 Klosterneuburg","1","Andere",2024-07-03 10:14:00,1720001640,0,"used",0,1
"Woom Atomic Neon Automatik 3 (Neu!) limited edition","Mistelbach, Niederösterreich","Zuletzt geändert:,03.07.2024, 09:43 Uhr","€ 520","","Mehrfarbig,Neu,Selbstabholung, Versand","Ich verkaufe dieses neue ungeöffnete Woom Rad in der original Verpackung (wie vom Händler geliefert).","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-atomic-neon-automatik-3-neu-limited-edition-1154357800/",241,520,NA,"Mistelbach","3","Andere",2024-07-03 09:43:00,1719999780,0,"good",1,1
"Woom 3","Steyr-Land, Oberösterreich","Zuletzt geändert:,05.07.2024, 04:47 Uhr","€ 290","","Blau,Gebraucht,Selbstabholung","Voll funktionsfähig, sehr leicht, super geeignet für Anfänger.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1177532508/",242,290,NA,"Steyr-Land","3","Blau",2024-07-05 04:47:00,1720154820,1,"used",0,1
"Woom 3","1120 Wien, 12. Bezirk, Meidling","Zuletzt geändert:,03.07.2024, 09:20 Uhr","€ 320","Privatperson","Tretlagerschaltung,bis 16 Zoll,Violett,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-918962434/",243,320,"1120","1120 Wien","3","Violett",2024-07-03 09:20:00,1719998400,0,"used",0,0
"Woom 2","1020 Wien, 02. Bezirk, Leopoldstadt","Zuletzt geändert:,03.07.2024, 08:34 Uhr","€ 280","Privatperson","Felgenbremse,Grün,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-928130862/",244,280,"1020","1020 Wien","2","Grün",2024-07-03 08:34:00,1719995640,0,"used",0,0
"Woom 3","Oberösterreich","Zuletzt geändert:,03.07.2024, 08:15 Uhr","€ 340","","Grün,Gebraucht,Selbstabholung","Woom 3 Kinderfahrrad 16"" ohne Klingel","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1607256300/",245,340,NA,"Oberösterreich","3","Grün",2024-07-03 08:15:00,1719994500,0,"used",0,1
"woom ORIGINAL 3 in woom Green - KINDERFAHRRAD DIREKT VOM HERSTELLER","3400 Klosterneuburg","Zuletzt geändert:,03.07.2024, 08:10 Uhr","","","Felgenbremse,bis 16 Zoll,Grün,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-original-3-in-woom-green-kinderfahrrad-direkt-vom-hersteller-1312594679/",246,NA,"3400","3400 Klosterneuburg","3","Grün",2024-07-03 08:10:00,1719994200,0,"used",0,1
"Woom Kettenschutz","Krems Land, Niederösterreich","Zuletzt geändert:,03.07.2024, 06:40 Uhr","€ 16","","Schwarz,Neu,Selbstabholung, Versand","Verkaufen unseren Woom Kettenschutz (irrtümlich falsch bestellt). Das Produkt ist original verpackt,  wurde nicht geöffnet. Der Kettenschutz ist kompatibel für die Modelle Woom 2 und Woom 3 ab November 2020.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-kettenschutz-1657280420/",247,16,NA,"Krems Land",NA,"Andere",2024-07-03 06:40:00,1719988800,0,"good",1,1
"Woom 4","Wels-Land, Oberösterreich","Zuletzt geändert:,03.07.2024, 07:29 Uhr","€ 480","","20 Zoll,Blau,Neuwertig,Selbstabholung","Unser kaum verwendetes Fahrrad darf weiterziehen. Es wurden keine 10km damit gefahren, denn wir hatten zwei.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-1159212179/",248,480,NA,"Wels-Land","4","Blau",2024-07-03 07:29:00,1719991740,0,"as good as new",0,1
"Woom 3","Wiener Neustadt Land, Niederösterreich","Zuletzt geändert:,03.07.2024, 08:16 Uhr","€ 320","","Felgenbremse,bis 16 Zoll,Rot,Gebraucht,Selbstabholung","Woom 3, rot, 16"", inkl. Seitenständer, leichte Gebrauchsspuren","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-1178177412/",249,320,NA,"Wiener Neustadt Land","3","Rot",2024-07-03 08:16:00,1719994560,0,"used",0,1
"(reserviert) Woom off 5","Steiermark","Zuletzt geändert:,03.07.2024, 06:28 Uhr","€ 650","","Kettenschaltung,Scheibenbremse,59 cm,24 Zoll,Schwarz,Neuwertig,Selbstabholung, Versand","Woom-Rad zu verkaufen:","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-off-5-1570962733/",250,650,NA,"Steiermark","5","Andere",2024-07-03 06:28:00,1719988080,0,"as good as new",1,1
"Woom 3 mit Original Gepäckträger und Ständer","6370 Reith bei Kitzbühel","Zuletzt geändert:,03.07.2024, 02:00 Uhr","€ 400","Privatperson","Violett,Gebraucht,Selbstabholung","Woom 3, sehr guter Zustand, mit Original Gepäckträger und Ständer und FollowMe Achse, Originalachse vorhanden","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-mit-original-gepaecktraeger-und-staender-1602076045/",251,400,"6370","6370 Reith bei Kitzbühel","3","Violett",2024-07-03 02:00:00,1719972000,0,"used",0,0
"Woom 3","Korneuburg, Niederösterreich","Zuletzt geändert:,03.07.2024, 06:05 Uhr","€ 280","","Blau,Gebraucht,Selbstabholung","Fahrrad im Takt einzige was mir eingefallen ist, das schwarze Ring gebrochen ist. Er beschränkt normalerweise die Steuerradius von dem Rad- meinem Sohn hat es anscheinend nie eingefallen ;)","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-831522565/",252,280,NA,"Korneuburg","3","Blau",2024-07-03 06:05:00,1719986700,0,"used",0,1
"woom bike 2 rot","","Zuletzt geändert:,03.07.2024, 02:00 Uhr","€ 290","","Rot,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-bike-2-rot-1621078630/",253,290,NA,"","2","Rot",2024-07-03 02:00:00,1719972000,0,"as good as new",0,1
"Kinderfahrrad Woom 3","1120 Wien, 12. Bezirk, Meidling","Zuletzt geändert:,02.07.2024, 22:30 Uhr","€ 320","Privatperson","Felgenbremse,Violett,Gebraucht,Selbstabholung","Verkaufe dieses gebrauchte aber in super Zustand Woom 3","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderfahrrad-woom-3-1965942410/",254,320,"1120","1120 Wien","3","Violett",2024-07-02 22:30:00,1719959400,0,"used",0,0
"12 Kinderräder, Fahrräder für Kinder, auch einzeln, top Zustand! Alle € 380","1220 Wien, 22. Bezirk, Donaustadt","Zuletzt geändert:,02.07.2024, 23:18 Uhr","€ 35","Privatperson","Mehrfarbig,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/12-kinderraeder-fahrraeder-fuer-kinder-auch-einzeln-top-zustand-alle-euro-380-1973180419/",255,35,"1220","1220 Wien",NA,"Andere",2024-07-02 23:18:00,1719962280,0,"used",0,0
"Woom 5 Schutzblech Kotflügel","Kirchdorf an der Krems, Oberösterreich","Zuletzt geändert:,02.07.2024, 22:08 Uhr","€ 25","","Schwarz,Neu,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-5-schutzblech-kotfluegel-1913595837/",256,25,NA,"Kirchdorf an der Krems","5","Andere",2024-07-02 22:08:00,1719958080,0,"good",0,1
"Woom 2","Salzburg-Umgebung, Salzburg","Zuletzt geändert:,02.07.2024, 20:22 Uhr","€ 390","","Violett,Neuwertig,Selbstabholung","Wir verkaufen unser neuwertiges Woom 2 in lila - inklusive Kotflügel, Ständer und Glocke. Es wurde am 14.8.2023 gekauft, die Originalrechnung liegt vor ist also ein Erstgebrauch und nichtmal ein Jahr alt.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-2-960236057/",257,390,NA,"Salzburg-Umgebung","2","Violett",2024-07-02 20:22:00,1719951720,0,"as good as new",0,1
"WOOM Flaschenhalterung","","Zuletzt geändert:,02.07.2024, 20:26 Uhr","€ 10","","Schwarz,Gebraucht,Selbstabholung, Versand","Heute gekauft!","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-flaschenhalterung-1514207745/",258,10,NA,"",NA,"Andere",2024-07-02 20:26:00,1719951960,0,"used",1,1
"Woom 4 NEU -  sofort lieferbar!","4952 Weng im Innkreis","Zuletzt geändert:,02.07.2024, 20:20 Uhr","","","Kettenschaltung,Felgenbremse,20 Zoll,Mehrfarbig,Neu,Selbstabholung, Versand","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-neu-sofort-lieferbar-609244420/",259,NA,"4952","4952 Weng im Innkreis","4","Andere",2024-07-02 20:20:00,1719951600,0,"good",1,1
"Seitenständer für Woom 4-5","","Zuletzt geändert:,04.07.2024, 13:21 Uhr","€ 10","","Schwarz,Neu,Selbstabholung, Versand","Seitenständer für Woom 4-5 noch mit Packung","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/seitenstaender-fuer-woom-4-5-1982556519/",260,10,NA,"","4","Andere",2024-07-04 13:21:00,1720099260,0,"good",1,1
"Puky LS Pro Alu Kinderfahrrad 16"" silber/ pink","Eisenstadt - Umgebung, Burgenland","Zuletzt geändert:,02.07.2024, 20:15 Uhr","€ 200","","Felgenbremse,bis 16 Zoll,Silber,Gebraucht,Selbstabholung","Verkaufen Kinder Fahrrad der Marke Puky Modell LS Pro Alu 16 Zoll. Meine Tochter ist einen Sommer mit dem Rad gefahren, hat aber jetzt ein größeres Rad bekommen.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/puky-ls-pro-alu-kinderfahrrad-16-silber-pink-939538244/",261,200,NA,"Eisenstadt - Umgebung",NA,"Andere",2024-07-02 20:15:00,1719951300,0,"used",0,1
"Islabike cnoc16","Gmunden, Oberösterreich","Zuletzt geändert:,02.07.2024, 19:23 Uhr","€ 110","","bis 16 Zoll,Blau,Gebraucht,Selbstabholung","Super leichtes Fahrrad für Kinder,","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/islabike-cnoc16-892886740/",262,110,NA,"Gmunden",NA,"Blau",2024-07-02 19:23:00,1719948180,0,"used",0,1
"Woom 3 Bike gelb","Burgenland","Zuletzt geändert:,02.07.2024, 19:18 Uhr","€ 290","","Felgenbremse,bis 35 cm,bis 16 Zoll,Gelb,Neuwertig,Selbstabholung, Versand","Woom 3 Bike, ganz leicht gebraucht,","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-bike-gelb-1913677917/",263,290,NA,"Burgenland","3","Gelb",2024-07-02 19:18:00,1719947880,0,"as good as new",1,1
"Woom 4 rot inkl. Zubehör","Mattersburg, Burgenland","Zuletzt geändert:,05.07.2024, 08:08 Uhr","€ 400","","Kettenschaltung,Felgenbremse,bis 35 cm,20 Zoll,Rot,Gebraucht,Selbstabholung","Verkaufe ein 2 Jahr altes Woom 4 Kinderfahrrad. Hat so gut wie keine Gebrauchsspuren. Ständer, Licht Getränkehalter und Glocke sind ebenfalls dabei.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-4-rot-inkl-zubehoer-1511052396/",264,400,NA,"Mattersburg","4","Rot",2024-07-05 08:08:00,1720166880,1,"used",0,1
"Schönes Woom3 Kinderfahrrad abzugeben!","3860 Heidenreichstein","Zuletzt geändert:,05.07.2024, 08:10 Uhr","€ 320","Privatperson","Blau,Neuwertig,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/schoenes-woom3-kinderfahrrad-abzugeben-1646704009/",265,320,"3860","3860 Heidenreichstein",NA,"Blau",2024-07-05 08:10:00,1720167000,1,"as good as new",0,0
"Woom Fahrradständer Gr S","4865 Nußdorf am Attersee","Zuletzt geändert:,02.07.2024, 17:53 Uhr","€ 10","Privatperson","Schwarz,Gebraucht,Selbstabholung, Versand","Woom Radständer Neu zu verkaufen. Wurde falsch geliefert. Neupreis €16.90.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-fahrradstaender-gr-s-1364059305/",266,10,"4865","4865 Nußdorf am Attersee",NA,"Andere",2024-07-02 17:53:00,1719942780,0,"used",1,0
"Woom 3 Kinder Fahrrad","4865 Nußdorf am Attersee","Zuletzt geändert:,02.07.2024, 17:58 Uhr","€ 350","Privatperson","Felgenbremse,bis 16 Zoll,Gelb,Gebraucht,Selbstabholung","Top gepflegtes 2 Jahre altes Woom 3 Kinderfahrrad abzugeben. Ist leider zu klein geworden. Inklusive Original Woom Seitenständer und neuer originaler Woom Klingel. Griffe in top Zustand. Bei Interesse gerne melden.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-3-kinder-fahrrad-1520526385/",267,350,"4865","4865 Nußdorf am Attersee","3","Gelb",2024-07-02 17:58:00,1719943080,0,"used",0,0
"woom ORIGINAL 6 in woom Midnight Blue - KINDERFAHRRAD DIREKT VOM HERSTELLER","3400 Klosterneuburg","Zuletzt geändert:,02.07.2024, 17:50 Uhr","","","Kettenschaltung,Felgenbremse,26 Zoll,Blau,Gebraucht,Selbstabholung","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/woom-original-6-in-woom-midnight-blue-kinderfahrrad-direkt-vom-hersteller-1107700069/",268,NA,"3400","3400 Klosterneuburg","6","Blau",2024-07-02 17:50:00,1719942600,0,"used",0,1
"Kaniabikes 16"" - superleicht ähnlich Woom!","4952 Weng im Innkreis","Zuletzt geändert:,02.07.2024, 17:10 Uhr","","","bis 16 Zoll,Mehrfarbig,Neu,Selbstabholung, Versand","","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kaniabikes-16-superleicht-aehnlich-woom-559149972/",269,NA,"4952","4952 Weng im Innkreis",NA,"Andere",2024-07-02 17:10:00,1719940200,0,"good",1,1
"Kinderbike KUBike / Woom","9065 Ebenthal","Zuletzt geändert:,03.07.2024, 10:36 Uhr","€ 700","Privatperson","Kettenschaltung,Scheibenbremse,26 Zoll,Orange,Neuwertig,Selbstabholung","Verkaufe KUbike 26“ Disc.","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/kinderbike-kubike-woom-879360259/",270,700,"9065","9065 Ebenthal",NA,"Orange",2024-07-03 10:36:00,1720002960,0,"as good as new",0,0
"NEUWERTIG Woom Fahrrad Größe 3 gelb","Salzburg-Umgebung, Salzburg","Zuletzt geändert:,04.07.2024, 08:29 Uhr","€ 390","","Gelb,Neuwertig,Selbstabholung","Neuwertiges Woom Fahhrad Größe 3","https://www.willhaben.at/iad/kaufen-und-verkaufen/d/neuwertig-woom-fahrrad-groesse-3-gelb-1132521269/",271,390,NA,"Salzburg-Umgebung","3","Gelb",2024-07-04 08:29:00,1720081740,0,"as good as new",0,1
